Article,Text
Artigo 105.º,"As paredes dos poços serão guarnecidas de revestimento impermeável nos seus primeiros metros e elevar-se-ão acima do  terreno no mínimo de 0,50 m, devendo evitar-se, em todos os casos, a infiltra ção de águas sujas, protegendo o terreno adjacente ao perímetro da boca numa faix a de largura não inferior a 1, 50 m e com declive para a periferia. As cobert uras dos poços serão sempre estanques. Qualquer abertura de ventilação deve obedecer as exigências mencionadas na última parte do § úni co do artigo 103.º.  "
Artigo 106.º,"As cisternas deverão ser providas de disp ositivos eficazes que impeçam a recolha das primeiras águas caídas nas coberturas do prédio e que retenham a todo o momento quaisquer matérias sólidas da s arrastadas pela água recolhida. Terão sempre cobertura rigorosamente estanque e qualquer abertura para arejamento deverá ser protegida contra a entrada de mosquitos, poeiras ou outras matérias estranhas.  "
Artigo 107.º,Será interdita a utilização de poços ou cisternas para o abastecimento de água de alimentação sempre que se verifiquem co ndições de deficiente  segurança contra quaisquer possibilidades de contaminação.   CAPÍTULO VI Evacuação dos fumos e gases   
Artigo 108.º,"Os compartimentos das habitações e quai squer outros destinados à permanência de pessoas nos quais se preveja que venham a funcionar aparelhos de aquecimento por combustão serão providos dos dispositivos necessários para a sua ventilação e completa evacuação dos gases ou fumos susceptíveis de prejudicar a saúde ou o bem-estar dos ocupantes.  § único  Quando as condições climatéricas locais o justifiquem, as câmaras municipais poderão tornar obrigatória a pr evisão, nos projectos de edificações, do aquecimento por aparelhos de combustão de  todos os compartimentos destinados a habitação ou a maior permanência de pessoas e impor a consequente realização dos dispositivos me ncionados no presente artigo.  "
Artigo 109.º,"As cozinhas serão sempre providas de disp ositivos eficientes para evacuação de fumos e gases e eliminação dos maus cheiros. § único  Quando nelas se instalar chamin é com lareira, esta terá sempre profundidade de 0,50 m, pelo menos, e conduta privativa para a evacuação do fumo e eliminação dos maus cheiros.  "
Artigo 110.º,"1 - As condutas de fumo que sirvam  chaminés, fogões de aquecimento, caloríferos e outras origens de fumo  semelhantes serão independentes. 2 - No entanto, poderão ser aplicadas soluções de execução de condutas colectivas a que se ligam, com desfasamen to de um piso, as fugas individuais. 3 - É indispensável, como complemento às soluções definidas no  n.° 2, instalação nas saídas das chaminés de exaustores estáticos, convenientemente conformados e dimensionados.   "
Artigo 111.º,"As chaminés de cozinha ou de aparelhos de aquecimento e as condutas de fumo serão construídas com materi ais incombustíveis e ficarã o afastadas, pelo menos, 0,20 m de qualquer peça de madeira ou  de outro material combustível. As condutas de fumo, quando agrupadas, de verão ficar separadas umas das outras por panos de material incombustível, de  espessura conveniente e sem quaisquer aberturas. As embocaduras das chaminés e as condutas de fumo terão superfícies interiores lisas e desempenadas. Os re gistos das condutas de fumo, quando previstos, não deverão poder interceptar por completo a secção de evacuação.  "
Artigo 112.º,"A s  c o n d u t a s  d e  f u m o  d e v e r ã o  f o r m a r  c o m a vertical ângulo não superior a 30 graus. A sua secção será a necessária para  assegurar boa tiragem até ao capelo, porém sem descer a menos de 4 decímetros quadrados e sem que a maior dimensão exceda três vezes a menor.   "
Artigo 113.º,"As condutas de fumo elevar-se-ão, em re gra, pelo menos, 0,50 m acima da parte mais elevada das coberturas do prédio e, bem assim, das edificações contíguas existentes num raio de 10 metros. As bo cas não deverão distar menos de 1,50 m de quaisquer vãos de compartimentos de habitação e serão facilmente acessíveis para limpeza.   "
Artigo 114.º,As chaminés de instalações cujo func ionamento possa constituir causa de insalubridade ou de outros prejuízos para  as edificações vizinhas serão providas de dispositivos necessários para  remediar estes inconvenientes.   CAPÍTULO VII Alojamento de animais   
Artigo 115.º,"As instalações para alojamento de anim ais somente poderão ser consentidas nas áreas habitadas ou suas imediações quando construídas e exploradas em condições de não originarem, directa ou indirectamente, qualqu er prejuízo para a salubridade e conforto das habitações. Os anexos para alojamento de animais domésticos construídos nos logradouros dos prédios, quando expressamente auto rizados, não poderão ocupar mais do que 1/15 da área destes logradouros.  § único  As câmaras municipais poderão interdizer a construção ou utilização de anexos para instalação de animais no s logradouros ou terrenos vizinhos dos prédios situados em zonas urbanas quando  as condições locais de aglomeração de habitações não permitirem a exploraç ão desses anexos sem risco para a saúde e comodidade dos habitantes.  "
Artigo 116.º,"As instalações para alojamento de anim ais constituirão, em regra, construções distintas das de habitação e afastadas delas. Quando tal, porém, não seja possível serão, pelo menos, separadas das habitações por paredes cheias ou pavimentos contínuos que dêem garantia  de isolamento perfeito. Qualquer comunicação directa com os compartime ntos das habitações será sempre interdita.  "
Artigo 117.º,"As cavalariças, vacarias, currais  e instalações semelhantes serão convenientemente iluminados e providos de meios eficazes de ventilação permanente, devendo na sua construção te r-se em atenção, além das disposições do presente regulamento, as constant es da legislação especial aplicável.  "
Artigo 118.º,"As paredes das cavalariças, vacarias, currais e instalações semelhantes serão revestidas interiormente, até á altura mínima de 1,50 m acima do pavimento, de material resistente, impermeável e com superfície lisa que permita facilmente frequentes lavagens. Os tectos e as pa redes acima desta altura serão rebocados e pintados ou, pelo menos, caiados, desde que a caiação seja mantida em condições de eficácia. O revestimento do solo será sempre estabelecido de forma a impedir a infiltração ou a estagnação dos líquidos e a assegurar a sua pronta drenagem para a caleira de escoamento, ligada por intermédio de um sifão à tubagem de evacuação dos esgotos do prédio. § único  Quando, nas zonas rurais, haja em vista o ulterior aproveitamento dos líquidos acima referidos, o seu escoamen to poderá fazer-se para depósitos distantes das habitações, solidamente co nstruídos e perfeitamente estanques, cuja exploração só será permitida em condições de rigorosa garantia da salubridade pública e quando não haja dano para os moradores dos prédios vizinhos.  "
Artigo 119.º,"Os estrumes produzidos nas cavalari ças, vacarias, currais e instalações semelhantes serão tirados com frequência  e prontamente conduzidos para longe das áreas habitadas, dos arruamentos e logradouros públicos e bem assim das nascentes, poços, cisternas ou outras or igens ou depósitos de aguas potáveis e das respectivas condutas.  § único  Nas zonas rurais pode autorizar- se o depósito dos estrumes em estrumeiras ou nitreiras, de sde que não haja prejuízo pa ra a salubridade pública. As estrumeiras ou nitreira s devem ficar afastadas das habitações ou locais públicos e serão construídas de modo que delas não possam advir infiltrações prejudiciais no terreno e fiquem asseguradas, em condições inofensivas, a evacuação e eliminação dos líquidos exsu dados ou a recolha destes em fossas que satisfaçam as condições especifica das no § único do artigo anterior.  "
Artigo 120.º,Serão sempre tomadas precauções rigorosas para impedir que as instalações ocupadas por animais e as estrumei ras ou nitreiras possam favorecer a propagação de moscas ou mosquitos.   TÍTULO IV Condições especiais relativas á estética das edificações   CAPÍTULO ÚNICO   
Artigo 121.º,"As construções em zonas urbanas ou rurais , seja qual for a sua natureza e o fim a que se destinem, deverão ser delineadas,  executadas e mantidas de forma que contribuam para dignificação e valoriza ção estética do conjunto em que venham a integrar-se. Não poderão erigir-se quaisquer construções susceptíveis de comprometerem, pela localização, apar ência ou proporções, o aspecto das povoações ou dos conjuntos arquitectónico s, edifícios e locais de reconhecido interesse histórico ou artístico ou de prejudicar a beleza das paisagens.  "
Artigo 122.º,"O disposto no artigo anterior aplica-se integralmente as obras de conservação, reconstrução ou transformação de construções existentes.  "
Artigo 123.º,Nas zonas de protecção dos monumentos nacionais e dos imóveis de interesse público não podem as câmaras municipais autorizar qualquer obra de construção ou alteração de edificações existentes  sem prévia aprovação do respectivo projecto pelo Ministro da Educação Naci onal. Nas zonas de protecção legalmente estabelecidas para outros edifícios públicos será obrigatória semelhante aprovação prévia pelo Ministro das Obras Públicas.  
Artigo 124.º,"Não são autorizáveis quaisquer alterações em construções ou elementos naturais classificados como valores concelhios nos termos da Lei n.º 2032, quando delas possam resultar prejuízos para esses valores.  § 1.º  As câmaras municipais poderão condicionar a licença para se executarem trabalhos de reconstrução ou de tran sformação em construções de interesse histórico, artístico ou arqueológico qu e, precedentemente, tenham sofrido obras parciais em desacordo com o estabelecido  neste artigo, a simultânea execução dos trabalhos complementares de corre cção necessários para reintegrar a construção nas suas características prim itivas. Este condicionamento só poderá ser imposto se a importância das obra s requeridas ou o valor histórico, arqueológico ou artístico da construção o justificar. § 2.º  Das deliberações camarárias tomadas no s termos do presente artigo haverá recurso para a entidade que tiver feito a classificação.  "
Artigo 125.º,As câmaras municipais poderão proibir a instalação de elementos ou objectos de mera publicidade e impor a supressão do s já existentes quando prejudiquem o bom aspecto dos arruamentos e parcas ou  das construções onde se apliquem.  
Artigo 126.º,"As árvores ou os maciços de arborização que, embora situados em logradouros de edificações ou outros terrenos particul ares, constituam, pelo  seu porte, beleza e condições de exposição, elementos de ma nifesto interesse público, e como tais oficialmente classificados, não poderão se r suprimidos, salvo em casos de perigo iminente, ou precedendo licença munici pal, em casos de reconhecido prejuízo para a salubridade ou segurança dos edifícios vizinhos.  "
Artigo 127.º,"As decisões das câmaras municipais que envolvam recusa ou condicionamento, ao abrigo das disposições do presente capí tulo, de autorização para obras ou para modificação de elementos naturais, quan do não resultem de imposição legal taxativa, serão sempre fundamentadas em parecer prévio da respectiva comissão municipal de arte e arqueologia, com recurso para o Ministro da Educação Nacional.  TÍTULO V Condições especiais relativas á segurança das edificações   CAPÍTULO I Solidez das edificações   "
Artigo 128.º,"As edificações serão delineadas e construí das de forma a ficar sempre assegurada a sua solidez, e serão permanentemente mantidas em estado de não poderem constituir perigo para a segurança pública e dos seus ocupantes ou para a dos prédios vizinhos.  "
Artigo 129.º,"As disposições do artigo anterior são aplicáveis as obras de reconstrução ou transformação de edificações existentes. Quando se trate de ampliação ou outra transformação de que resulte aumento da s cargas transmitidas aos elementos não transformados da edificação ou as  fundações, não poderão as obras ser iniciadas sem que se demonstre que a edificação suportará com segurança o acréscimo de solicitação resultante da obra projectada.  "
Artigo 130.º,"A nenhuma edificação ou parte de edificação poderá ser dada, mesmo temporariamente, aplicação diferente daquela para que foi projectada e construída, e da qual resulte agrava mento das sobrecargas inicialmente previstas, sem que se verifique que os elementos da edificação e as respectivas fundações suportarão com segurança o co rrespondente aumento de solicitação ou se efectuem as necessári as obras de reforço.  "
Artigo 131.º,"Quando as edificações, no todo ou em  parte, se destinem a aplicações que envolvam sobrecargas consideráveis, deve rá ser afixada de forma bem visível em cada pavimento a indicação da sobrecarga máxima de utilização admissível.  "
Artigo 132.º,"Os materiais de que forem construídos os  elementos das edificações deverão ser sempre de boa qualidade e de natureza adequada as condições da sua utilização. Todos os elementos activos das edificaç ões e respectivas fundações deverão ser estabelecidos de forma que possam su portar, com toda a segurança e sem deformações inconvenientes, as máxima s solicitações a que sejam submetidos. As tensões limites correspondentes à solicitação mais desfavorável em ponto algum deverão ultrapassar valores dedu zidos dos limites de resistência dos materiais constituintes, por aplicaç ão de coeficientes de segurança convenientemente fixados.  "
Artigo 133.º,"Antes da execução das obras ou no seu decurso, especialmente quando se trate de edificações de grande importância ou destinadas a suportar cargas elevadas, ou ainda quando se utilizem materiais ou processo de construção não correntes, poderá ser exigida a execução de ensaio s para demonstração das qualidades dos terrenos ou dos materiais, ou para justif icação dos limites de tensão admitidos. Igualmente poderá exigir-se que tais edificações sejam submetidas a provas, antes de utilizadas, com o fim de se verificar directamente a sua solidez.  "
Artigo 134.º,"Nas zonas sujeitas a sismos violentos deverão ser fixa das condições restritivas especiais para as edificações, ajustadas á máxima violência provável dos abalos e incidindo especialmente sobre a altura má xima permitida para as edificações, a estrutura destas e a constituição dos seus  elementos, as sobrecargas adicionais que se devam considerar, os valores dos coeficientes de segurança e a continuidade e homogeneidad e do terreno de fundação.  CAPÍTULO II Segurança pública e dos operários no decurso das obras   "
Artigo 135.º,"Durante a execução de obras de qualqu er natureza serão obrigatoriamente adoptadas as precauções e as disposiçõe s necessárias para garantir a segurança do público e dos operários, para salvag uardar, quanto possível, as condições normais do transito na via publica e, be m assim, para evitar danos materiais, mormente os que possam afectar os bens do domínio público do estado ou dos municípios, as instalações de  serviços públicos e os im óveis de valor histórico ou artístico. Serão interditos quaisquer processos de trabalho susceptíveis de comprometer o exacto cumprimento do disposto neste artigo.  "
Artigo 136.º,"Os estaleiros das obras de construção, demolição ou outras que interessem à segurança dos transeuntes, quando no inte rior de povoações, deverão em regra ser fechados ao longo dos arruamentos ou  logradouros públicos por vedações do tipo fixado pelas respectivas câmaras m unicipais, tendo em vista a natureza da obra e as características do espaço público confinante.  § único  Quando as condições do trânsito na via pública impossibilitem ou tornem inconveniente a construção da veda ção, poderão ser impostas, em sua substituição, disposições es peciais que garantam por igual a segurança pública, sem embaraço para o trânsito.  "
Artigo 137.º,"Os andaimes, escadas e pontes de serviço,  passadiços, aparelhos de elevação de materiais e, de um modo geral, todas as  construções ou instalações acessórias e dispositivos de trabalho utilizados para a execução das obras deverão ser construídos e conservados em condições de  perfeita segurança dos operários e do público e de forma que constituam o menor embaraço possível para o trânsito.  § único  As câmaras municipais poderão exigir  disposições especiais, no que se refere à constituição e modo de utilização dos andaimes e outros dispositivos em instalações acessórias das obras, tendo em vista a salvaguarda do trânsito nas artérias mais importantes.  "
Artigo 138.º,"Na execução de terraplanagens, abertura de poços, galerias, valas e caboucos, ou outros trabalhos de natureza semelhan te, os revestimentos e escoramentos deverão ser cuidadosamente construídos e conservados, adoptando-se as demais disposições necessárias para impedir qu alquer acidente, tendo em atenção a natureza do terreno, as condições de trab alho do pessoal e a localização da obra em relação aos prédios vizinhos.  "
Artigo 139.º,"Além das medidas de segu rança referidas no presente capítulo, poderão as câmaras municipais, tendo em vista a co modidade e a higiene públicas e dos operários, impor outras relativas à organização dos estaleiros.   CAPÍTULO III Segurança contra incêndios  O artigo 2.º do Decreto-Lei n.º 64/90, de 21 de Fe vereiro, que aprova o re gulamento de segurança contra incêndio em edifícios de habitação, revoga, relativamente a edifícios de habitação, o capítulo III do título V do Regulamento Geral das Edificaçõe s Urbanas, aprovado pelo  Decreto-Lei n.º 38 382, de 7 de Agosto de 1951.   TÍTULO VI Sanções e disposições diversas   CAPÍTULO ÚNICO   "
Artigo 160.º,"As câmaras municipais terão competência para cominar, nos seus regulamentos, as penalidades aplicáveis aos infractores do  presente diploma, dentro dos limites assinados nos artigos segu intes, bem como poderão tomar as demais medidas adiante enunciadas, a fim de dar execução aos seus preceitos.  "
Artigo 161.º,"Constituem contra-ordenacõe s a violação do disposto no presente Regulamento e nos regulamentos municipais neste prev istos, competindo aos serviços de fiscalização da câmara municipal competen te a instrução do respectivo processo, sem prejuízo das competências de fi scalização das autoridades policiais, cumulativamente.  "
Artigo 162.º,"A execução de quaisquer obras em violaç ão das disposições deste regulamento, sem licença ou em desacordo com os seus termos ou com o projecto aprovado, será punida com coima de 5000$ a 5.000.000$.  § 1.º  A supressão das árvores ou maciços ab rangidos pela disposição do artigo 126.º, quando os proprietários tenham sido  previamente notificados da interdição do respectivo corte, será p unida com coima de 5000$ a 500.000$. § 2.º  A existência de meios de transporte  vertical - ascensores, monta-cargas, escadas ou tapetes rolantes -, quando ex igidos pelo presente regulamento, em condições de não poderem ser utilizados permanentemente será punida com coima de 2000$ a 5000$ por aparelho e por dia. § 3.º  A violação de disposições deste re gulamento para que se não preveja sanção especial nos parágrafos anterior es será sancionada com coima de 500$ a 40.000$. "
Artigo 163.º,"Artigo 163.º Quando as coimas forem aplicadas a pesso as colectivas os mínimos fixados no artigo anterior são elevados para o dobr o, podendo os máximos atingir os limites fixados no artigo 17.º do Decreto- Lei n.º 433/82, de 27 de Outubro.  "
Artigo 164.º,A negligência é sempre punida.  
Artigo 165.º,"As câmaras municipais poderão ordenar,  independentemente da aplicação das penalidades referidas nos artigos an teriores, a demolição ou o embargo administrativo das obras executadas em  desconformidade com o disposto nos artigos 1.º a 7.º, bem como o despejo sumário dos inquilinos e demais ocupantes das edificações ou parte das edificações utilizadas sem as respectivas licenças ou em desconformidade com elas.  § 1.º  Do auto de embargo constará, com a minúcia conveniente, o estado de adiantamento das obras e, quando possíve l, que se procedeu as notificações a que se refere o parágrafo seguinte. § 2.º  A suspensão dos trabalhos será notifi cada aos donos das obras ou aos seus propostos ou cometidos e, no caso de estes se não encontrarem no local, aos respectivos encarregados. A notificação quando não tenha sido precedida de deliberação da câmara municipal, apenas  produzirá efeitos durante o prazo de vinte dias, salvo se for confirmada por deliberação de que o interessado seja entretanto notificado. § 3.º  A continuação dos trabalhos depois  do embargo sujeita os donos, responsáveis e executores da obra as penas do crime de desobediência qualificada, desde que tenham sido noti ficados da determinação do embargo. § 4.º  O despejo sumário terá lugar no prazo de 45 dias. § 5.º  Quando na câmara não existam elemen tos suficientes para  verificar a falta de licença ou a sua inobse rvância, mas se reconheça não possuir o prédio, no todo ou em parte, condições de habitabilidade, será o facto notificado ao proprietário e a este ficará vedado, a part ir da data da notificação, firmar novo contrato de arrendamento ou permit ir a sublocação para habitação das dependências condenadas, sob pena de ser ordenado o despejo. A notificação será precedida de vistoria, realizada nos termos da primeira parte do § 1.º do artigo 51.º do Código Admi nistrativo, e só se efec tuará quando os peritos verificarem que o prédio ou parte do prédio não oferece condições de habitabilidade. § 6.º   Nos casos em que for ordenado o despejo, os inquilinos ou sublocatários terão direito a uma indemnização corresp ondente a doze vezes a renda mensal, a pagar, respectivamente, pelos senhorios ou pelos inquilinos, salvo se estes lhes facultarem casa correspondente à que ocupavam. § 7.º  A competência a que se refere este ar tigo caberá ao presidente da câmara sempre que se trate de pequenas casas,  até dois pavimentos, e de quaisquer edificações ligeiras, umas e outras em co nstrução ou já construídas, desde que o seu projecto não haja sido aprovado nem tenha sido concedida a necessária licença.  Revogado pelo Decreto-Lei n.º 555/99, de 16 de Dezembro, com as alterações introduzidas pelo Decreto-Lei n.º 177/2001,  de 4 de Junho  "
Artigo 166.º,"Quando o proprietário não começar as obra s de reparação, de beneficiação ou de demolição, aludidas nos artigos 9.º, 10.º, 12.º e 165.º, ou as não concluir dentro dos prazos que lhe foram fixados, poderá  a câmara municipal ocupar o prédio para o efeito de mandar proceder à sua execução imediata.  § único  Na falta de pagamento voluntário das despesas, proceder-se-á à cobrança coerciva, servindo de título ex ecutivo certidão passada pelos serviços municipais donde conste o quan titativo global das despesas.  Revogado pelo Decreto-Lei n.º 555/99, de 16 de Dezembro, com as alterações introduzidas pelo Decreto-Lei n.º 177/2001,  de 4 de Junho  "
Artigo 167.º,"A demolição das obras referidas no artigo  165.º só poderá ser evitada desde que a câmara municipal ou o seu presidente, conforme os casos, reconheça que são susceptíveis de vir a satisfazer aos re quisitos legais e regulamentares de urbanização, de esté tica, de segurança e de salubridade.  § 1.º  O uso da faculdade prevista neste arti go poderá tornar-se dependente de o proprietário assumir, em escritura, a ob rigação de fazer executar os trabalhos que se reputem necessários, nos termos e condições que forem fixados, e de demolir ulteriormente a edificação, sem direito a ser indemnizado - promovendo a inscrição predial deste ónus -, sempre qu e as obras contrariem as disposições do plano ou anteplano de urbaniza ção que vier a ser aprovado. § 2.º  A legalização das obras ficará depend ente de autorizaçã o do Ministro das Obras Públicas, solicitada através da Dire cção-Geral dos Serviços de Urbanização, quando possa colidir com plano ou antepl ano de urbanização já aprovado ou, na área do plano director da região de Li sboa, nos casos em que a licença estivesse condicionada aquela autorização.  Revogado pelo Decreto-Lei n.º 555/99, de 16 de Dezembro, com as alterações introduzidas pelo Decreto-Lei n.º 177/2001,  de 4 de Junho  "
Artigo 168.º,"As câmaras municipais poderão ordenar o despejo sumário, no prazo de quarenta e cinco dias, dos prédios ou parte de prédios cuja demolição, reparação ou beneficiação tenha sido decretada ou ordenada.  § 1.º  Quando houver risco iminente de de smoronamento ou perigo para a saúde pública, o despejo poderá executar-se imediatamente. § 2.º  Nos casos de simples reparações ou de beneficiação, o despejo só poderá ser ordenado se no parecer dos peritos se  revelar indispen sável para a ex ecução das respectivas obras e para a própria segurança e comodidade dos ocupantes. § 3.º  Fica garan tido aos in quilinos o direit o à reocu pação dos prédios,  uma vez feitas as obras de reparação ou benefi ciação, mediante o aumento da renda nos termos legais.  Revogado pe lo Decreto-Lei n.º 555/ 99, de 16 de  Dezembro, com as alterações introduzi das pelo Decreto-Lei n.º 177/2001,  de 4 de Junho  "
Artigo 169.º,"Os serviços do Estado e das autarquias locais, as Misericórdias, os organismos corporativos e de coordenação económic a e, de uma maneira geral, todas as entidades que promovam a distribuição  de casas para pobres, casas para pescadores, casas económicas, de renda económica ou de renda limitada, comunicarão às câmaras, antes de efectuada a sua ocupação, os nomes e as moradas dos respectivos bene ficiários, para que verifiquem, em relação as casas por eles desocupadas, a conformidade co m as licenças concedidas e as condições de habitabilidade e possam agir de h armonia com as disposições do presen te regulamento.    "
